FName,LName,Target,Min,Max,Location,Focus,0,1,2,3,4
Joukje,Baur,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) BioTech , ClimateTech/CleanTech , Consumer Health , Digital Health , IoT , Medical Devices , SaaS (Seed) , San Francisco Bay Area  ",https://www.9yardscapital.com/,https://www.linkedin.com/in/daviefisher/,,,
Brad,Corona,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Diego (CA) , Menlo Park (CA) , Palo Alto (CA)  Digital Health , E-commerce , Health & Hospital Services , Health IT , Marketplaces , SaaS (Seed) , San Francisco Bay Area  ",https://www.startuphaven.com/,https://www.linkedin.com/in/bobcrimmins/,,,
Sven,De Cleyn,$55K,$0 ,$0 ,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Europe AI , AI , Cloud Infrastructure , Cloud Infrastructure , Education , Education , Enterprise , Enterprise , FinTech , FinTech , Health & Hospital Services , Health & Hospital Services , IoT , IoT , Marketplaces , Marketplaces , Media/Content , Media/Content , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.linkedin.com/in/james-murphy-/,https://www.crunchbase.com/person/james-murphy-2,,,
Carine,Magescas,$100K,$100K,$100K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) AI , AI , E-commerce , E-commerce , Education , Education , Enterprise , Enterprise , Media/Content , Media/Content , SaaS (Pre-Seed) , SaaS (Seed) , Social Networks , Social Networks ",https://www.antler.co/,https://www.linkedin.com/in/fridtjof-berge-15058625/,https://www.twitter.com/FridtjofBerge,https://www.crunchbase.com/person/fridtjof-berge,
Ryan,Broshar,$500K,$250K,$650K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Chicago (IL) , Ann Arbor (MI) , St. Paul (MN) , Detroit (MI) , Milwaukee (WI) , Madison (WI) , Indianapolis (IN) , Minneapolis (MN) , Provo (UT) , Salt Lake City (UT) , Denver (CO) , Boulder (CO)  AgTech , AgTech , ClimateTech/CleanTech , ClimateTech/CleanTech , Developer Tools , Developer Tools , Enterprise , Enterprise , Health IT , Health IT , Insurance , Insurance , Midwest  , Retail , Retail , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , SMB Software , SMB Software , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.okta.com/okta-ventures,https://www.linkedin.com/in/austinarensberg/,https://www.crunchbase.com/person/austin-arensberg,,
Evie,Mulberry,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) BioTech , ClimateTech/CleanTech , IoT , SaaS (Seed) ",https://www.caraov.com/allan-boruchowicz,https://www.linkedin.com/in/allan-boruchowicz-b4616534/?originalSubdomain=cr,https://www.twitter.com/AllanBoru,https://www.crunchbase.com/person/allan-boruchowicz,
Brett,Calhoun,$40K,$40K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States ConstructionTech , ConstructionTech , FinTech , FinTech , Insurance , Insurance , LegalTech , LegalTech , Midwest  , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , Investors who were founders  ",https://www.hofvc.com/team/,https://www.linkedin.com/in/onsisawiris/,https://www.angel.co/u/onsi-sawiris,https://www.crunchbase.com/person/onsi-sawiris,
Victoria,Pettibone,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) BioTech , ClimateTech/CleanTech , IoT , New York City  , SaaS (Seed) ",,,,,
Angela,Holter,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) BioTech , ClimateTech/CleanTech , IoT , SaaS (Seed) ",https://www.insightpartners.com/team/adam-berger,https://www.linkedin.com/in/adamsberger1/,https://www.crunchbase.com/person/adam-berger,,
Omar,Ali,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) BioTech , ClimateTech/CleanTech , IoT , Los Angeles / Southern California  , SaaS (Seed) ",https://www.fusionxventures.com/,https://www.linkedin.com/in/hoodken/,https://www.crunchbase.com/person/ken-hood,,
Kevin,McQuillan,$2.0M,$50K,$4.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York City , Los Altos (CA) , Los Angeles (CA) , Palo Alto (CA) , SF Bay Area (CA)  AI , Cloud Infrastructure , Consumer Internet , Enterprise , SaaS (Seed) , San Francisco Bay Area  , Semiconductors , SMB Software ",https://www.elevate.vc/,https://www.linkedin.com/in/raghuraghavan/,,,
Jim,Jen,$125K,$100K,$150K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Pittsburgh (PA) BioTech , BioTech , Consumer Internet , Consumer Internet , Hardware , Hardware , Midwest  , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.cultivationcapital.com/,https://www.linkedin.com/in/cliffholekamp/,https://www.crunchbase.com/person/cliff-holekamp,,
Todd,Kaloudis,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) BioTech , New York City  , SaaS (Seed) ",https://www.linkedin.com/in/michaelkoenka/,,,,
Alexa,Spagnola,$40K,$40K,$40K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York City Hardware , Hardware , New York City  , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.cultivationcapital.com/,https://www.linkedin.com/in/peter-esparrago-534322/,,,
Cristian,Munteanu,$500K,$50K,$4.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Romania AI , AI , Cloud Infrastructure , Cloud Infrastructure , Consumer Internet , Consumer Internet , Cybersecurity , Cybersecurity , Developer Tools , Developer Tools , Diverse Investors  , Education , Education , Enterprise , Enterprise , FinTech , FinTech , SaaS (Pre-Seed) , SaaS (Seed) , Social Networks , Social Networks , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.h20capital.com/,https://www.linkedin.com/in/daniellloreda/,https://www.angel.co/u/dan-llor,https://www.crunchbase.com/person/alfredo-lopez-2425,
Thomas,Chen,$250K,$100K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Global, Los Angeles (CA) AI , AI , ClimateTech/CleanTech , ClimateTech/CleanTech , Cloud Infrastructure , Cloud Infrastructure , Crypto/Web3 , Crypto/Web3 , Developer Tools , Developer Tools , Enterprise , Enterprise , FinTech , FinTech , Los Angeles / Southern California  , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , Web3/Blockchain , Web3/Blockchain ",https://www.meruscap.com/,https://www.linkedin.com/in/davidrangel/,https://www.twitter.com/imdavidrangel,https://www.angel.co/p/davidrangel,https://www.crunchbase.com/person/david-rangel
Peter,Longo,$3.5M,$150K,$7.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Connecticut Analytics , Analytics , Boston / New England  , Consumer Internet , Consumer Internet , Health & Hospital Services , Health & Hospital Services , Health IT , Health IT , Impact , Impact , Media/Content , Media/Content , Pharmaceuticals , Pharmaceuticals , SaaS (Seed) , SaaS (Series A) ",https://www.fundinglondon.co.uk/we-are/our-people/#254,https://www.linkedin.com/in/puneet-raj-bhatia-89662b/,https://www.angel.co/u/puneet-raj-bhatia,https://www.crunchbase.com/person/puneet-bhatia-2,
Alison,Malloy,$3.5M,$150K,$7.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Stamford (CT) BioTech , BioTech , Boston / New England  , Enterprise , Enterprise , Impact , Impact , Pharmaceuticals , Pharmaceuticals , SaaS (Seed) , SaaS (Series A) ",https://www.astia.org/team/Sharon-Vosmek,https://www.linkedin.com/in/sharonvosmek/,https://www.twitter.com/vosmek,https://www.angel.co/u/sharon-vosmek,https://www.crunchbase.com/person/sharon-vosmek
Kevin,Crowley,$3.5M,$150K,$7.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Connecticut Health & Hospital Services , Health & Hospital Services , Media/Content , Media/Content , Medical Devices , Medical Devices , Pharmaceuticals , Pharmaceuticals , Real Estate/PropTech , Real Estate/PropTech , Retail , Retail , SaaS (Seed) , SaaS (Series A) ",https://www.astia.org/team/Joukje-%28Jo%29-Baur,https://www.linkedin.com/in/joukje-baur/,https://www.twitter.com/JoukjeBaur,,
Nat,Brinn,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Connecticut BioTech , SaaS (Seed) Save View <div style=""position: relative; width: 52px; height: 52px;",https://www.vvp.vc/team-members/brad-corona/,https://www.linkedin.com/in/bradcorona/,https://www.angel.co/u/brad-corona,https://www.crunchbase.com/person/brad-corona,
Marcello,Gonçalves,$600K,$200K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Sao Paulo (Brazil), Brazil Enterprise , Enterprise , FinTech , FinTech , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.linkedin.com/in/svendecleyn/,https://www.angel.co/u/sven-de-cleyn,https://www.crunchbase.com/person/sven-de-cleyn,,
Gabriel,Vieira,$600K,$200K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) , San Francisco (CA) , Sao Paulo (Brazil), Brazil  Consumer Internet , Consumer Internet , Enterprise , Enterprise , FinTech , FinTech , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.linkedin.com/in/carinemagescas/,https://www.twitter.com/carinemagescas,https://www.angel.co/carine,https://www.crunchbase.com/person/carine-magescas,
Felipe,Andrade,$600K,$200K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Sao Paulo (Brazil), Brazil Consumer Internet , Consumer Internet , Enterprise , Enterprise , FinTech , FinTech , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.matchstickventures.com/,https://www.linkedin.com/in/ryanbroshar/,https://www.crunchbase.com/person/ryan-broshar,,
Jesse,Coors-Blankenship,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) AI , IoT , New York City  , SaaS (Seed) , SMB Software ",https://www.astia.org/team/Evie-Mulberry,https://www.linkedin.com/in/eviemulberry/,https://www.crunchbase.com/person/evie-mulberry,,
Sanjay,Subhedar,$3.0M,$500K,$7.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Menlo Park (CA) Mobility , Mobility , SaaS (Seed) , SaaS (Series A) , San Francisco Bay Area  ",https://www.medium.com/@brett_Tcalhoun,https://www.linkedin.com/in/brettcalhoun393/,https://www.twitter.com/brettcalhounn,https://www.angel.co/u/brett-calhoun-4,https://www.crunchbase.com/person/brett-calhoun-6ba6
Tae,Nahm,$3.0M,$500K,$7.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Menlo Park (CA) Enterprise , Enterprise , Mobility , Mobility , SaaS (Seed) , SaaS (Series A) , San Francisco Bay Area  ",https://www.astia.org/team/Victoria-Pettibone,https://www.linkedin.com/in/victoriapettibone/,https://www.twitter.com/VPettibone,https://www.angel.co/u/victoria-pettibone,https://www.crunchbase.com/person/victoria-pettibone-2
Omri,Benayoun,$200K,$200K,$50.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Paris (France) Cloud Infrastructure , Cloud Infrastructure , E-commerce , E-commerce , Fashion , Fashion , IoT , IoT , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.astia.org/team/Angela-Holter,https://www.linkedin.com/in/angelaholter/,https://www.twitter.com/AngelaHolter5,,
Michael,McMahon,$1M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Chicago (IL) Cloud Infrastructure , Cloud Infrastructure , Education , Education , Enterprise Infrastructure , Enterprise Infrastructure , FinTech , FinTech , Media/Content , Media/Content , Midwest  , Retail , Retail , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.astia.org/team/Omar-Ali,https://www.linkedin.com/in/omar-ali-002218/,https://www.crunchbase.com/person/omar-ali-2,,
Jeff,Stowell,$550K,$100K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Kansas City (MO) , Missouri, Utah, Midwest  Consumer Internet , Consumer Internet , Marketplaces , Marketplaces , Media/Content , Media/Content , Retail , Retail , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.ocaventures.com/team/kevin-mcquillan/,https://www.linkedin.com/in/kevin-j-mcquillan-49a46/,https://www.angel.co/u/kevin-mcquillan-1,https://www.crunchbase.com/person/kevin-mcquillan,
Cyril,Collon,$200K,$200K,$50.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Paris (France) IoT , IoT , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.innovationworks.org/,https://www.linkedin.com/in/jimcjen/,https://www.twitter.com/jimcjen,https://www.crunchbase.com/person/jim-jen,
Daniel,Ahn,$1M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Burlingame (CA) AI , AI , ClimateTech/CleanTech , ClimateTech/CleanTech , Cloud Infrastructure , Cloud Infrastructure , Consumer Internet , Consumer Internet , Data Services , Data Services , Enterprise Applications , Enterprise Applications , IoT , IoT , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security ",https://www.cobroventures.com/,https://www.linkedin.com/in/toddkaloudis/,https://www.crunchbase.com/person/todd-kaloudis,,
Sergio,Paluch,$250K,$150K,$350K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States Consumer Health , Consumer Health , Consumer Internet , Consumer Internet , Creator/Passion Economy , Creator/Passion Economy , Digital Health , Digital Health , Education , Education , FinTech , FinTech , Human Capital/HRTech , Human Capital/HRTech , Impact , Impact , Insurance , Insurance , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.alexaspagnola.com/,https://www.linkedin.com/in/alexaspagnola/,,,
Mo,Amdani,$250K,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Indonesia, Brazil, Mexico City (Mexico), New York (NY) , San Francisco (CA)  Direct-to-Consumer (DTC) , Direct-to-Consumer (DTC) , Diverse Investors  , E-commerce , E-commerce , Future of Work , Future of Work , Human Capital/HRTech , Human Capital/HRTech , Manufacturing , Manufacturing , Marketplaces , Marketplaces , Payments , Payments , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Social Commerce , Social Commerce , Investors who were founders  ",https://www.earlygame.vc/,https://www.linkedin.com/in/dancristianmunteanu/,https://www.crunchbase.com/organization/early-game-ventures,,
Jonathan,Lehr,$1.5M,$250K,$3.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Boston (MA) , Seattle (WA) , SF Bay Area (CA) , United States, New York (NY)  AI , Analytics , Cloud Infrastructure , Data Services , Developer Tools , Enterprise Applications , Enterprise , Hardware , New York City  , SaaS (Seed) , Security , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.magic.fund/,https://www.linkedin.com/in/datboitom/,https://www.twitter.com/datboitom,https://www.crunchbase.com/person/thomas-chen-2,
Eric,Pérez-Grovas,$2.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Mexico City (Mexico) AI , Data Services , FinTech , IoT , SaaS (Seed) , SMB Software ",https://www.ctinnovations.com/member/peter-longo/,https://www.linkedin.com/in/peter-longo-71034/,https://www.angel.co/u/peter-longo-1,https://www.crunchbase.com/person/peter-v-longo,
Adrian,Fenty,$1M,$500K,$1.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Menlo Park (CA) , Los Angeles (CA) , Los Angeles / Southern California , SF Bay Area (CA)  Enterprise , Enterprise , Entertainment & Sports , Entertainment & Sports , FinTech , FinTech , Media/Content , Media/Content , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.ctinnovations.com/member/alison-malloy/,https://www.linkedin.com/in/alison-j-malloy/,https://www.twitter.com/zsxynhemmbx,https://www.crunchbase.com/person/alison-malloy,
Carey,Ransom,$250K,$100K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Newport Beach (CA) , California  AI , AI , Consumer Internet , Consumer Internet , Data Services , Data Services , E-commerce , E-commerce , Enterprise , Enterprise , Los Angeles / Southern California  , SaaS (Pre-Seed) , SaaS (Seed) , Social Networks , Social Networks ",https://www.ctinnovations.com/member/kevin-crowley/,https://www.linkedin.com/in/kevincrowley/,https://www.angel.co/u/kevin-crowley,https://www.crunchbase.com/person/kevin-crowley,
Andrew,Krowne,$1.5M,$300K,$3.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) BioTech , Digital Health , Medical Devices , SaaS (Seed) , San Francisco Bay Area  , Security ",https://www.vc23investors.com/,https://www.linkedin.com/in/nat-brinn-1887646/,,,
Pascal,Levensohn,$1.5M,$300K,$3.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) BioTech , Digital Health , Medical Devices , SaaS (Seed) , Security ",https://www.domoinvest.com.br/en/marcello-goncalves-en/,https://www.linkedin.com/in/marcello-gon%C3%A7alves-21628b/?originalSubdomain=br,https://www.angel.co/u/marcello-goncalves-2,https://www.crunchbase.com/person/marcello-goncalves,
Jin,Han,$25K,$10K,$350K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Global AI , AI , ClimateTech/CleanTech , ClimateTech/CleanTech , Cybersecurity , Cybersecurity , DeepTech , DeepTech , Diverse Investors  , EnergyTech , EnergyTech , Enterprise Applications , Enterprise Applications , FinTech , FinTech , Human Capital/HRTech , Human Capital/HRTech , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM ",https://www.domoinvest.com.br/en/gabriel-sidi-en/,https://www.linkedin.com/in/gabrielsidi/?originalSubdomain=br,https://www.twitter.com/gabrielsidi?lang=en,https://www.angel.co/p/gabrielsidi,https://www.crunchbase.com/person/gabriel-sidi
